<Date>, <Time>, <Price>, <Volume>
8/8/2022,17:49:31.005,1.02090,50
8/8/2022,17:49:32.062,1.02088,150
8/8/2022,17:49:33.119,1.02090,50
8/8/2022,17:49:34.176,1.02088,50
8/8/2022,17:49:38.406,1.02086,150
8/8/2022,17:49:39.464,1.02092,152
8/8/2022,17:49:40.521,1.02093,200
8/8/2022,17:49:42.634,1.02094,50
8/8/2022,17:49:44.749,1.02093,50
8/8/2022,17:49:45.807,1.02092,50
8/8/2022,17:49:47.924,1.02090,50
8/8/2022,17:49:50.039,1.02076,50
8/8/2022,17:49:50.106,1.02076,49
8/8/2022,17:49:51.095,1.02077,50
8/8/2022,17:49:52.154,1.02076,50
8/8/2022,17:49:54.270,1.02077,52
8/8/2022,17:49:55.326,1.02071,50
8/8/2022,17:50:00.607,1.02071,100
8/8/2022,17:50:01.664,1.02071,50
8/8/2022,17:50:02.721,1.02073,50
8/8/2022,17:50:03.778,1.02075,150
8/8/2022,17:50:04.834,1.02074,50
8/8/2022,17:50:10.120,1.02073,150
8/8/2022,17:50:12.235,1.02073,50
8/8/2022,17:50:13.292,1.02070,50
8/8/2022,17:50:14.349,1.02069,100
8/8/2022,17:50:15.406,1.02077,50
8/8/2022,17:50:16.464,1.02077,100
8/8/2022,17:50:17.522,1.02077,102
8/8/2022,17:50:18.579,1.02076,50
8/8/2022,17:50:20.691,1.02076,100
8/8/2022,17:50:21.748,1.02076,50
8/8/2022,17:50:23.861,1.02077,50
8/8/2022,17:50:27.031,1.02076,150
8/8/2022,17:50:33.372,1.02077,50
8/8/2022,17:50:34.429,1.02075,50
8/8/2022,17:50:35.486,1.02072,102
8/8/2022,17:50:38.657,1.02077,50
8/8/2022,17:50:40.615,1.02077,40
8/8/2022,17:50:40.770,1.02076,50
8/8/2022,17:50:41.828,1.02076,150
8/8/2022,17:50:42.884,1.02076,50
8/8/2022,17:50:44.997,1.02078,100
8/8/2022,17:50:46.053,1.02078,150
8/8/2022,17:50:47.110,1.02076,150
8/8/2022,17:50:48.168,1.02077,50
8/8/2022,17:50:50.284,1.02078,150
8/8/2022,17:50:51.340,1.02081,50
8/8/2022,17:50:52.397,1.02079,50
8/8/2022,17:50:53.453,1.02077,50
8/8/2022,17:50:54.509,1.02078,50
8/8/2022,17:50:57.678,1.02076,50
8/8/2022,17:50:58.734,1.02073,50
8/8/2022,17:50:59.790,1.02074,150
8/8/2022,17:51:00.848,1.02073,150
8/8/2022,17:51:01.906,1.02073,50
8/8/2022,17:51:10.370,1.02076,50
8/8/2022,17:51:12.484,1.02075,100
8/8/2022,17:51:13.542,1.02076,50
8/8/2022,17:51:15.657,1.02071,50
8/8/2022,17:51:20.947,1.02072,50
8/8/2022,17:51:25.177,1.02076,50
8/8/2022,17:51:29.403,1.02078,100
8/8/2022,17:51:34.690,1.02081,50
8/8/2022,17:51:38.918,1.02078,50
8/8/2022,17:51:41.033,1.02077,50
8/8/2022,17:51:43.148,1.02076,50
8/8/2022,17:51:44.204,1.02076,150
8/8/2022,17:51:45.261,1.02077,50
8/8/2022,17:51:46.320,1.02076,200
8/8/2022,17:51:48.437,1.02079,50
8/8/2022,17:51:49.496,1.02080,50
8/8/2022,17:51:51.613,1.02082,50
8/8/2022,17:51:54.789,1.02082,252
8/8/2022,17:51:55.847,1.02082,52
8/8/2022,17:51:56.906,1.02082,102
8/8/2022,17:51:57.963,1.02082,152
8/8/2022,17:51:59.022,1.02088,100
8/8/2022,17:52:00.081,1.02086,150
8/8/2022,17:52:01.140,1.02092,50
8/8/2022,17:52:03.256,1.02091,150
8/8/2022,17:52:06.811,1.02091,149
8/8/2022,17:52:07.487,1.02091,100
8/8/2022,17:52:11.718,1.02090,152
8/8/2022,17:52:12.775,1.02088,50
8/8/2022,17:52:17.002,1.02086,50
8/8/2022,17:52:18.059,1.02087,50
8/8/2022,17:52:22.289,1.02087,100
8/8/2022,17:52:27.581,1.02085,152
8/8/2022,17:52:29.698,1.02099,50
8/8/2022,17:52:30.754,1.02103,50
8/8/2022,17:52:32.870,1.02101,250
8/8/2022,17:52:33.929,1.02101,150
8/8/2022,17:52:34.986,1.02103,100
8/8/2022,17:52:36.043,1.02103,250
8/8/2022,17:52:37.101,1.02102,52
8/8/2022,17:52:38.159,1.02103,150
8/8/2022,17:52:39.216,1.02105,152
8/8/2022,17:52:43.447,1.02105,50
8/8/2022,17:52:44.506,1.02095,152
8/8/2022,17:52:46.622,1.02096,50
8/8/2022,17:52:47.680,1.02094,50
8/8/2022,17:52:50.854,1.02094,150
8/8/2022,17:52:51.912,1.02090,100
8/8/2022,17:52:52.969,1.02090,50
8/8/2022,17:52:55.084,1.02087,102
8/8/2022,17:52:57.201,1.02083,150
8/8/2022,17:52:58.260,1.02084,100
8/8/2022,17:52:59.318,1.02084,50
8/8/2022,17:53:00.376,1.02085,100
8/8/2022,17:53:02.493,1.02085,150
8/8/2022,17:53:03.551,1.02086,200
8/8/2022,17:53:04.609,1.02087,50
8/8/2022,17:53:07.782,1.02085,150
8/8/2022,17:53:08.840,1.02086,100
8/8/2022,17:53:10.957,1.02087,50
8/8/2022,17:53:12.016,1.02087,100
8/8/2022,17:53:15.190,1.02087,50
8/8/2022,17:53:20.479,1.02087,100
8/8/2022,17:53:22.593,1.02087,50
8/8/2022,17:53:26.821,1.02085,100
8/8/2022,17:53:27.879,1.02086,50
8/8/2022,17:53:28.938,1.02081,100
8/8/2022,17:53:29.997,1.02084,100
8/8/2022,17:53:32.115,1.02086,100
8/8/2022,17:53:34.232,1.02087,150
8/8/2022,17:53:42.701,1.02092,200
8/8/2022,17:53:44.817,1.02091,200
8/8/2022,17:53:45.875,1.02089,300
8/8/2022,17:53:46.934,1.02086,152
8/8/2022,17:53:47.992,1.02086,50
8/8/2022,17:53:50.107,1.02087,50
8/8/2022,17:53:51.165,1.02086,100
8/8/2022,17:53:54.336,1.02086,50
8/8/2022,17:53:55.395,1.02086,100
8/8/2022,17:54:07.033,1.02087,150
8/8/2022,17:54:08.090,1.02087,200
8/8/2022,17:54:10.206,1.02088,100
8/8/2022,17:54:14.431,1.02088,50
8/8/2022,17:54:24.994,1.02089,50
8/8/2022,17:54:27.109,1.02091,50
8/8/2022,17:54:37.680,1.02084,150
8/8/2022,17:54:38.736,1.02086,50
8/8/2022,17:54:39.793,1.02086,100
8/8/2022,17:54:40.848,1.02086,50
8/8/2022,17:54:41.904,1.02085,150
8/8/2022,17:54:42.960,1.02086,50
8/8/2022,17:54:44.017,1.02084,150
8/8/2022,17:54:45.073,1.02086,50
8/8/2022,17:54:52.471,1.02084,50
8/8/2022,17:54:57.763,1.02084,100
8/8/2022,17:54:58.822,1.02083,50
8/8/2022,17:55:09.403,1.02086,150
8/8/2022,17:55:10.461,1.02091,50
8/8/2022,17:55:16.802,1.02096,50
8/8/2022,17:55:21.030,1.02094,50
8/8/2022,17:55:26.317,1.02095,150
8/8/2022,17:55:28.430,1.02101,150
8/8/2022,17:55:31.604,1.02110,50
8/8/2022,17:55:32.661,1.02112,50
8/8/2022,17:55:33.719,1.02111,50
8/8/2022,17:55:34.777,1.02108,50
8/8/2022,17:55:35.833,1.02106,50
8/8/2022,17:55:39.008,1.02108,50
8/8/2022,17:55:40.067,1.02108,250
8/8/2022,17:55:41.125,1.02108,50
8/8/2022,17:55:48.535,1.02102,50
8/8/2022,17:55:52.769,1.02101,100
8/8/2022,17:55:53.826,1.02100,50
8/8/2022,17:55:55.941,1.02099,100
8/8/2022,17:55:56.999,1.02100,100
8/8/2022,17:55:58.057,1.02099,50
8/8/2022,17:55:59.116,1.02095,50
8/8/2022,17:56:04.408,1.02092,50
8/8/2022,17:56:08.641,1.02092,150
8/8/2022,17:56:09.699,1.02092,50
8/8/2022,17:56:17.100,1.02092,200
8/8/2022,17:56:20.271,1.02092,50
8/8/2022,17:56:22.384,1.02091,100
8/8/2022,17:56:23.441,1.02092,150
8/8/2022,17:56:24.497,1.02091,200
8/8/2022,17:56:25.553,1.02091,150
8/8/2022,17:56:30.841,1.02091,50
8/8/2022,17:56:34.011,1.02091,150
8/8/2022,17:56:43.526,1.02081,50
8/8/2022,17:56:44.584,1.02077,50
8/8/2022,17:56:46.701,1.02075,100
8/8/2022,17:56:47.760,1.02075,200
8/8/2022,17:56:48.818,1.02075,100
8/8/2022,17:56:49.876,1.02076,50
8/8/2022,17:56:50.935,1.02073,50
8/8/2022,17:56:53.052,1.02075,100
8/8/2022,17:56:54.109,1.02075,200
8/8/2022,17:56:55.166,1.02076,100
8/8/2022,17:57:04.687,1.02076,152
8/8/2022,17:57:05.745,1.02076,100
8/8/2022,17:57:06.631,1.02076,99
8/8/2022,17:57:06.802,1.02076,100
8/8/2022,17:57:12.092,1.02069,50
8/8/2022,17:57:14.207,1.02067,153
8/8/2022,17:57:17.378,1.02067,103
8/8/2022,17:57:19.495,1.02067,1
8/8/2022,17:57:26.905,1.02060,5
8/8/2022,17:57:27.963,1.02061,50
8/8/2022,17:57:29.022,1.02061,150
8/8/2022,17:57:30.079,1.02061,50
8/8/2022,17:57:35.371,1.02055,5
8/8/2022,17:57:35.374,1.02055,4
8/8/2022,17:57:36.429,1.02056,50
8/8/2022,17:57:40.656,1.02055,50
8/8/2022,17:57:41.713,1.02056,50
8/8/2022,17:57:42.770,1.02056,100
8/8/2022,17:57:56.521,1.02056,50
8/8/2022,17:58:00.752,1.02052,1
8/8/2022,17:58:01.808,1.02055,50
8/8/2022,17:58:02.864,1.02056,50
8/8/2022,17:58:04.976,1.02061,150
8/8/2022,17:58:06.033,1.02062,100
8/8/2022,17:58:07.092,1.02061,100
8/8/2022,17:58:08.151,1.02061,200
8/8/2022,17:58:09.210,1.02061,100
8/8/2022,17:58:11.325,1.02061,200
8/8/2022,17:58:12.382,1.02061,100
8/8/2022,17:58:13.438,1.02062,100
8/8/2022,17:58:17.670,1.02062,150
8/8/2022,17:58:18.728,1.02062,50
8/8/2022,17:58:21.904,1.02065,200
8/8/2022,17:58:22.963,1.02066,100
8/8/2022,17:58:35.666,1.02064,50
8/8/2022,17:58:36.723,1.02058,24
8/8/2022,17:58:37.781,1.02056,100
8/8/2022,17:58:38.839,1.02057,100
8/8/2022,17:58:42.014,1.02059,200
8/8/2022,17:58:43.073,1.02059,50
8/8/2022,17:58:44.131,1.02059,100
8/8/2022,17:58:46.248,1.02059,50
8/8/2022,17:58:46.889,1.02059,40
8/8/2022,17:58:47.307,1.02059,50
8/8/2022,17:58:52.598,1.02059,100
8/8/2022,17:58:53.657,1.02061,100
8/8/2022,17:59:01.062,1.02062,150
8/8/2022,17:59:02.118,1.02060,50
8/8/2022,17:59:04.232,1.02061,50
8/8/2022,17:59:06.349,1.02059,50
8/8/2022,17:59:14.817,1.02057,50
8/8/2022,17:59:19.047,1.02057,201
8/8/2022,17:59:20.104,1.02057,51
8/8/2022,17:59:21.161,1.02057,151
8/8/2022,17:59:22.219,1.02061,100
8/8/2022,17:59:23.277,1.02062,50
8/8/2022,17:59:24.335,1.02058,200
8/8/2022,17:59:25.393,1.02059,100
8/8/2022,17:59:26.450,1.02061,102
8/8/2022,17:59:27.509,1.02062,50
8/8/2022,17:59:28.567,1.02061,100
8/8/2022,17:59:29.625,1.02061,152
8/8/2022,17:59:34.918,1.02061,200
8/8/2022,17:59:35.976,1.02061,152
8/8/2022,17:59:39.152,1.02061,100
8/8/2022,17:59:41.269,1.02061,50
8/8/2022,17:59:43.387,1.02061,100
8/8/2022,17:59:48.678,1.02062,50
8/8/2022,17:59:50.794,1.02061,50
8/8/2022,17:59:51.853,1.02061,100
8/8/2022,18:00:05.588,1.02065,50
8/8/2022,18:00:06.964,1.02065,49
8/8/2022,18:00:07.703,1.02065,49
8/8/2022,18:00:08.762,1.02063,100
8/8/2022,18:00:12.994,1.02064,100
8/8/2022,18:00:14.051,1.02064,50
8/8/2022,18:00:16.168,1.02064,100
8/8/2022,18:00:17.228,1.02064,50
8/8/2022,18:00:18.287,1.02063,100
8/8/2022,18:00:19.345,1.02063,50
8/8/2022,18:00:24.639,1.02061,50
8/8/2022,18:00:33.105,1.02059,100
8/8/2022,18:00:34.164,1.02058,151
8/8/2022,18:00:37.336,1.02059,200
8/8/2022,18:00:38.394,1.02058,301
8/8/2022,18:00:42.625,1.02058,1
8/8/2022,18:00:43.682,1.02057,50
8/8/2022,18:00:45.797,1.02057,200
8/8/2022,18:00:50.028,1.02061,150
8/8/2022,18:00:53.202,1.02064,100
8/8/2022,18:00:55.317,1.02064,50
8/8/2022,18:00:56.375,1.02063,250
8/8/2022,18:00:57.434,1.02064,50
8/8/2022,18:00:58.493,1.02066,50
8/8/2022,18:01:00.610,1.02074,150
8/8/2022,18:01:01.668,1.02074,50
8/8/2022,18:01:02.727,1.02076,50
8/8/2022,18:01:04.846,1.02076,150
8/8/2022,18:01:10.138,1.02083,250
8/8/2022,18:01:11.195,1.02084,100
8/8/2022,18:01:12.251,1.02084,150
8/8/2022,18:01:13.307,1.02085,50
8/8/2022,18:01:14.364,1.02086,150
8/8/2022,18:01:15.421,1.02086,50
8/8/2022,18:01:16.477,1.02087,50
8/8/2022,18:01:17.533,1.02086,202
8/8/2022,18:01:19.646,1.02087,50
8/8/2022,18:01:20.704,1.02086,202
8/8/2022,18:01:21.761,1.02087,50
8/8/2022,18:01:22.818,1.02086,202
8/8/2022,18:01:27.045,1.02086,150
8/8/2022,18:01:48.190,1.02091,50
8/8/2022,18:01:49.246,1.02088,50
8/8/2022,18:01:50.304,1.02091,50
8/8/2022,18:01:54.529,1.02089,100
8/8/2022,18:01:55.587,1.02089,150
8/8/2022,18:01:56.644,1.02089,50
8/8/2022,18:01:57.702,1.02092,150
8/8/2022,18:01:58.759,1.02092,50
8/8/2022,18:02:00.875,1.02090,150
8/8/2022,18:02:01.933,1.02089,150
8/8/2022,18:02:02.991,1.02089,50
8/8/2022,18:02:04.049,1.02088,100
8/8/2022,18:02:05.105,1.02088,50
8/8/2022,18:02:06.164,1.02087,100
8/8/2022,18:02:07.529,1.02087,99
8/8/2022,18:02:08.279,1.02087,50
8/8/2022,18:02:10.396,1.02086,100
8/8/2022,18:02:16.735,1.02086,200
8/8/2022,18:02:18.847,1.02087,100
8/8/2022,18:02:20.960,1.02088,50
8/8/2022,18:02:22.018,1.02094,150
8/8/2022,18:02:23.075,1.02097,50
8/8/2022,18:02:24.131,1.02096,150
8/8/2022,18:02:25.188,1.02102,100
8/8/2022,18:02:26.245,1.02098,150
8/8/2022,18:02:27.301,1.02099,50
8/8/2022,18:02:29.414,1.02098,150
8/8/2022,18:02:30.470,1.02101,50
8/8/2022,18:02:31.528,1.02102,50
8/8/2022,18:02:33.643,1.02101,50
8/8/2022,18:02:39.988,1.02100,50
8/8/2022,18:02:44.218,1.02097,100
8/8/2022,18:02:51.624,1.02096,150
8/8/2022,18:02:55.855,1.02092,150
8/8/2022,18:02:56.913,1.02097,50
8/8/2022,18:03:00.087,1.02098,100
8/8/2022,18:03:02.204,1.02099,100
8/8/2022,18:03:03.263,1.02101,50
8/8/2022,18:03:04.322,1.02099,50
8/8/2022,18:03:05.381,1.02101,50
8/8/2022,18:03:07.496,1.02100,200
8/8/2022,18:03:08.555,1.02101,50
8/8/2022,18:03:09.611,1.02097,50
8/8/2022,18:03:10.669,1.02108,50
8/8/2022,18:03:11.728,1.02107,150
8/8/2022,18:03:12.787,1.02105,100
8/8/2022,18:03:13.845,1.02104,50
8/8/2022,18:03:14.904,1.02102,150
8/8/2022,18:03:15.961,1.02120,50
8/8/2022,18:03:17.019,1.02120,200
8/8/2022,18:03:18.078,1.02120,50
8/8/2022,18:03:27.599,1.02115,150
8/8/2022,18:03:28.658,1.02120,100
8/8/2022,18:03:29.716,1.02120,150
8/8/2022,18:03:30.775,1.02116,150
8/8/2022,18:03:32.892,1.02117,100
8/8/2022,18:03:33.951,1.02117,150
8/8/2022,18:03:35.010,1.02116,150
8/8/2022,18:03:36.069,1.02117,150
8/8/2022,18:03:37.128,1.02118,50
8/8/2022,18:03:40.304,1.02116,50
8/8/2022,18:03:43.476,1.02112,100
8/8/2022,18:03:48.764,1.02116,150
8/8/2022,18:03:50.879,1.02114,50
8/8/2022,18:03:51.938,1.02117,50
8/8/2022,18:03:54.055,1.02112,50
8/8/2022,18:03:55.113,1.02112,150
8/8/2022,18:03:56.172,1.02114,50
8/8/2022,18:03:58.288,1.02115,150
8/8/2022,18:03:59.347,1.02116,50
8/8/2022,18:04:03.580,1.02121,50
8/8/2022,18:04:04.637,1.02116,50
8/8/2022,18:04:06.753,1.02117,50
8/8/2022,18:04:07.810,1.02116,50
8/8/2022,18:04:10.981,1.02112,50
8/8/2022,18:04:13.095,1.02111,100
8/8/2022,18:04:15.209,1.02112,50
8/8/2022,18:04:20.496,1.02111,352
8/8/2022,18:04:21.553,1.02112,100
8/8/2022,18:04:23.665,1.02112,300
8/8/2022,18:04:26.837,1.02110,200
8/8/2022,18:04:31.070,1.02111,50
8/8/2022,18:04:32.129,1.02111,150
8/8/2022,18:04:35.303,1.02112,50
8/8/2022,18:04:36.360,1.02111,50
8/8/2022,18:04:38.475,1.02110,200
8/8/2022,18:04:40.588,1.02111,50
8/8/2022,18:04:45.879,1.02110,200
8/8/2022,18:04:46.937,1.02111,50
8/8/2022,18:04:47.996,1.02107,50
8/8/2022,18:04:49.055,1.02111,150
8/8/2022,18:04:50.113,1.02111,50
8/8/2022,18:04:56.460,1.02103,150
8/8/2022,18:04:57.516,1.02098,100
8/8/2022,18:05:00.686,1.02095,50
8/8/2022,18:05:01.743,1.02097,50
8/8/2022,18:05:08.082,1.02096,50
8/8/2022,18:05:10.195,1.02095,50
8/8/2022,18:05:12.309,1.02097,50
8/8/2022,18:05:13.365,1.02096,50
8/8/2022,18:05:14.422,1.02096,100
8/8/2022,18:05:15.479,1.02096,50
8/8/2022,18:05:16.536,1.02096,100
8/8/2022,18:05:19.705,1.02097,150
8/8/2022,18:05:20.761,1.02103,200
8/8/2022,18:05:21.817,1.02099,100
8/8/2022,18:05:23.931,1.02099,50
8/8/2022,18:05:24.987,1.02101,50
8/8/2022,18:05:31.326,1.02101,100
8/8/2022,18:05:32.384,1.02102,50
8/8/2022,18:05:33.441,1.02103,50
8/8/2022,18:05:39.783,1.02101,102
8/8/2022,18:05:42.958,1.02100,100
8/8/2022,18:05:44.016,1.02099,200
8/8/2022,18:05:45.074,1.02100,100
8/8/2022,18:05:54.592,1.02104,150
8/8/2022,18:05:55.650,1.02104,100
8/8/2022,18:05:56.708,1.02103,150
8/8/2022,18:05:57.765,1.02104,150
8/8/2022,18:05:58.823,1.02107,50
8/8/2022,18:05:59.880,1.02106,50
8/8/2022,18:06:01.994,1.02106,100
8/8/2022,18:06:03.053,1.02109,50
8/8/2022,18:06:04.111,1.02108,150
8/8/2022,18:06:05.169,1.02107,100
8/8/2022,18:06:07.286,1.02106,50
8/8/2022,18:06:08.343,1.02105,50
8/8/2022,18:06:10.460,1.02106,100
8/8/2022,18:06:11.518,1.02107,50
8/8/2022,18:06:12.577,1.02106,50
8/8/2022,18:06:13.635,1.02106,100
8/8/2022,18:06:14.693,1.02105,50
8/8/2022,18:06:19.984,1.02104,50
8/8/2022,18:06:21.043,1.02101,152
8/8/2022,18:06:22.100,1.02101,50
8/8/2022,18:06:23.158,1.02102,50
8/8/2022,18:06:24.216,1.02101,152
8/8/2022,18:06:26.333,1.02102,50
8/8/2022,18:06:30.567,1.02102,100
8/8/2022,18:06:32.685,1.02103,150
8/8/2022,18:06:33.744,1.02102,200
8/8/2022,18:06:35.862,1.02102,100
8/8/2022,18:06:36.921,1.02104,150
8/8/2022,18:06:37.979,1.02107,50
8/8/2022,18:06:39.035,1.02106,50
8/8/2022,18:06:40.093,1.02107,50
8/8/2022,18:06:41.151,1.02105,150
8/8/2022,18:06:42.209,1.02104,200
8/8/2022,18:06:45.383,1.02102,50
8/8/2022,18:06:46.439,1.02100,50
8/8/2022,18:06:48.554,1.02093,150
8/8/2022,18:06:57.015,1.02094,200
8/8/2022,18:06:58.074,1.02096,102
8/8/2022,18:06:59.132,1.02097,50
8/8/2022,18:07:01.249,1.02097,200
8/8/2022,18:07:06.017,1.02097,199
8/8/2022,18:07:06.540,1.02097,200
8/8/2022,18:07:10.773,1.02097,150
8/8/2022,18:07:18.177,1.02097,200
8/8/2022,18:07:19.235,1.02097,150
8/8/2022,18:07:30.874,1.02095,150
8/8/2022,18:07:32.989,1.02096,50
8/8/2022,18:07:41.451,1.02094,100
8/8/2022,18:07:42.509,1.02095,200
8/8/2022,18:07:43.568,1.02096,100
8/8/2022,18:07:45.685,1.02096,50
8/8/2022,18:07:47.802,1.02096,100
8/8/2022,18:07:49.920,1.02099,100
8/8/2022,18:07:50.978,1.02100,50
8/8/2022,18:07:52.037,1.02099,150
8/8/2022,18:07:57.327,1.02093,200
8/8/2022,18:07:58.384,1.02090,50
8/8/2022,18:08:00.499,1.02091,100
8/8/2022,18:08:02.614,1.02089,100
8/8/2022,18:08:03.672,1.02090,50
8/8/2022,18:08:05.788,1.02091,50
8/8/2022,18:08:07.904,1.02092,50
8/8/2022,18:08:10.020,1.02096,50
8/8/2022,18:08:14.253,1.02096,100
8/8/2022,18:08:16.369,1.02097,150
8/8/2022,18:08:17.426,1.02096,200
8/8/2022,18:08:23.764,1.02097,50
8/8/2022,18:08:39.627,1.02092,50
8/8/2022,18:08:41.741,1.02092,200
8/8/2022,18:08:42.800,1.02092,150
8/8/2022,18:08:47.032,1.02092,50
8/8/2022,18:08:56.555,1.02089,50
8/8/2022,18:08:58.668,1.02082,100
8/8/2022,18:08:59.726,1.02082,150
8/8/2022,18:09:00.784,1.02083,100
8/8/2022,18:09:03.959,1.02081,100
8/8/2022,18:09:05.625,1.02081,95
8/8/2022,18:09:06.076,1.02081,50
8/8/2022,18:09:07.135,1.02081,100
8/8/2022,18:09:08.193,1.02082,50
8/8/2022,18:09:09.251,1.02081,100
8/8/2022,18:09:10.308,1.02082,50
8/8/2022,18:09:11.365,1.02076,50
8/8/2022,18:09:12.421,1.02075,100
8/8/2022,18:09:13.479,1.02076,100
8/8/2022,18:09:14.536,1.02076,50
8/8/2022,18:09:15.593,1.02073,50
8/8/2022,18:09:16.651,1.02071,100
8/8/2022,18:09:17.708,1.02074,50
8/8/2022,18:09:21.940,1.02073,150
8/8/2022,18:09:22.998,1.02072,150
8/8/2022,18:09:25.114,1.02071,152
8/8/2022,18:09:26.172,1.02071,100
8/8/2022,18:09:27.229,1.02070,50
8/8/2022,18:09:28.287,1.02074,100
8/8/2022,18:09:31.461,1.02074,50
8/8/2022,18:09:32.518,1.02075,50
8/8/2022,18:09:33.577,1.02071,100
8/8/2022,18:09:34.635,1.02072,50
8/8/2022,18:09:35.694,1.02070,100
8/8/2022,18:09:36.752,1.02070,50
8/8/2022,18:09:38.869,1.02070,100
8/8/2022,18:09:40.984,1.02065,100
8/8/2022,18:09:42.041,1.02066,202
8/8/2022,18:09:43.099,1.02066,152
8/8/2022,18:09:44.156,1.02066,100
8/8/2022,18:09:46.269,1.02065,200
8/8/2022,18:09:48.384,1.02066,100
8/8/2022,18:09:49.443,1.02065,200
8/8/2022,18:09:51.556,1.02066,102
8/8/2022,18:09:52.614,1.02065,150
8/8/2022,18:09:53.672,1.02065,50
8/8/2022,18:10:01.072,1.02068,50
8/8/2022,18:10:02.130,1.02069,50
8/8/2022,18:10:04.246,1.02071,100
8/8/2022,18:10:07.420,1.02077,150
8/8/2022,18:10:08.476,1.02076,150
8/8/2022,18:10:09.534,1.02077,50
8/8/2022,18:10:11.648,1.02076,50
8/8/2022,18:10:12.705,1.02075,200
8/8/2022,18:10:13.762,1.02076,100
8/8/2022,18:10:14.820,1.02077,100
8/8/2022,18:10:16.934,1.02076,152
8/8/2022,18:10:17.992,1.02082,50
8/8/2022,18:10:19.050,1.02083,50
8/8/2022,18:10:24.337,1.02082,50
8/8/2022,18:10:26.451,1.02084,50
8/8/2022,18:10:27.509,1.02084,100
8/8/2022,18:10:34.905,1.02084,50
8/8/2022,18:10:35.961,1.02085,50
8/8/2022,18:10:40.185,1.02087,50
8/8/2022,18:10:43.358,1.02089,50
8/8/2022,18:10:44.414,1.02088,100
8/8/2022,18:10:47.586,1.02090,50
8/8/2022,18:10:49.702,1.02092,100
8/8/2022,18:10:52.877,1.02092,50
8/8/2022,18:10:53.936,1.02092,150
8/8/2022,18:10:54.995,1.02091,202
8/8/2022,18:10:57.110,1.02091,102
8/8/2022,18:10:58.166,1.02094,150
8/8/2022,18:11:00.280,1.02092,200
8/8/2022,18:11:02.394,1.02092,50
8/8/2022,18:11:03.451,1.02091,252
8/8/2022,18:11:04.508,1.02092,50
8/8/2022,18:11:05.565,1.02080,50
8/8/2022,18:11:06.623,1.02079,200
8/8/2022,18:11:07.680,1.02082,150
8/8/2022,18:11:08.737,1.02081,50
8/8/2022,18:11:10.851,1.02080,50
8/8/2022,18:11:11.908,1.02079,150
8/8/2022,18:11:14.020,1.02075,50
8/8/2022,18:11:15.078,1.02076,100
8/8/2022,18:11:16.136,1.02076,50
8/8/2022,18:11:17.195,1.02078,50
8/8/2022,18:11:19.311,1.02076,252
8/8/2022,18:11:20.369,1.02077,50
8/8/2022,18:11:23.538,1.02076,152
8/8/2022,18:11:25.653,1.02077,150
8/8/2022,18:11:28.829,1.02081,50
8/8/2022,18:11:29.887,1.02082,50
8/8/2022,18:11:30.944,1.02081,150
8/8/2022,18:11:32.001,1.02081,100
8/8/2022,18:11:47.855,1.02086,202
8/8/2022,18:11:48.911,1.02088,50
8/8/2022,18:11:51.023,1.02091,50
8/8/2022,18:11:52.080,1.02088,50
8/8/2022,18:11:53.137,1.02087,50
8/8/2022,18:11:55.250,1.02085,50
8/8/2022,18:11:56.307,1.02087,100
8/8/2022,18:11:57.364,1.02088,100
8/8/2022,18:11:58.421,1.02088,50
8/8/2022,18:12:00.537,1.02091,50
8/8/2022,18:12:01.593,1.02091,100
8/8/2022,18:12:06.424,1.02091,99
8/8/2022,18:12:06.880,1.02091,100
8/8/2022,18:12:10.054,1.02092,100
8/8/2022,18:12:11.110,1.02090,200
8/8/2022,18:12:12.166,1.02091,100
8/8/2022,18:12:22.734,1.02090,50
8/8/2022,18:12:23.791,1.02091,100
8/8/2022,18:12:28.024,1.02091,50
8/8/2022,18:12:32.258,1.02086,50
8/8/2022,18:12:33.316,1.02083,50
8/8/2022,18:12:36.491,1.02082,50
8/8/2022,18:12:38.606,1.02081,100
8/8/2022,18:12:41.779,1.02081,50
8/8/2022,18:12:43.894,1.02081,100
8/8/2022,18:12:51.296,1.02079,200
8/8/2022,18:12:53.414,1.02079,150
8/8/2022,18:12:55.531,1.02081,50
8/8/2022,18:12:56.590,1.02081,100
8/8/2022,18:12:59.765,1.02083,50
8/8/2022,18:13:08.230,1.02079,50
8/8/2022,18:13:10.346,1.02079,30
8/8/2022,18:13:14.580,1.02079,50
8/8/2022,18:13:20.929,1.02080,100
8/8/2022,18:13:21.987,1.02079,200
8/8/2022,18:13:26.217,1.02081,100
8/8/2022,18:13:28.332,1.02080,150
8/8/2022,18:13:30.448,1.02081,50
8/8/2022,18:13:31.504,1.02080,150
8/8/2022,18:13:32.561,1.02080,50
8/8/2022,18:13:33.618,1.02080,150
8/8/2022,18:13:34.674,1.02080,200
8/8/2022,18:13:36.787,1.02081,100
8/8/2022,18:13:38.902,1.02088,50
8/8/2022,18:13:39.958,1.02088,150
8/8/2022,18:13:42.073,1.02085,100
8/8/2022,18:13:43.132,1.02085,50
8/8/2022,18:13:44.189,1.02085,200
8/8/2022,18:13:45.248,1.02082,150
8/8/2022,18:13:49.480,1.02081,102
8/8/2022,18:13:50.537,1.02081,150
8/8/2022,18:13:51.595,1.02083,150
8/8/2022,18:13:52.653,1.02083,100
